A,B,C,leg1,leg2,leg3
USDT,EUR,AVAX,EURUSDT_INV,AVAXEUR_INV,AVAXUSDT
USDT,EUR,DOGE,EURUSDT_INV,DOGEEUR_INV,DOGEUSDT
USDT,ONT,BTC,ONTUSDT_INV,ONTBTC,BTCUSDT
USDT,KAS,USDE,KASUSDT_INV,KASUSDE,USDEUSDT
USDT,KAS,EUR,KASUSDT_INV,KASEUR,EURUSDT
USDT,XRP,BRL,XRPUSDT_INV,XRPBRL,BRLUSDT
USDT,XRP,EUR,XRPUSDT_INV,XRPEUR,EURUSDT
USDT,XRP,BTC,XRPUSDT_INV,XRPBTC,BTCUSDT
USDT,XRP,USDE,XRPUSDT_INV,XRPUSDE,USDEUSDT
USDT,XRP,ETH,XRPUSDT_INV,XRPETH,ETHUSDT
USDT,SNX,ETH,SNXUSDT_INV,SNXETH,ETHUSDT
USDT,WBTC,BTC,WBTCUSDT_INV,WBTCBTC,BTCUSDT
USDT,WIF,EUR,WIFUSDT_INV,WIFEUR,EURUSDT
USDT,SOL,BRL,SOLUSDT_INV,SOLBRL,BRLUSDT
USDT,SOL,USDE,SOLUSDT_INV,SOLUSDE,USDEUSDT
USDT,SOL,BTC,SOLUSDT_INV,SOLBTC,BTCUSDT
USDT,SOL,EUR,SOLUSDT_INV,SOLEUR,EURUSDT
USDT,MX,ETH,MXUSDT_INV,MXETH,ETHUSDT
USDT,MX,BTC,MXUSDT_INV,MXBTC,BTCUSDT
USDT,MX,EUR,MXUSDT_INV,MXEUR,EURUSDT
USDT,MX,BRL,MXUSDT_INV,MXBRL,BRLUSDT
USDT,A,BTC,AUSDT_INV,ABTC,BTCUSDT
USDT,ETHFI,USDE,ETHFIUSDT_INV,ETHFIUSDE,USDEUSDT
USDT,FF,USDF,FFUSDT_INV,FFUSDF,USDFUSDT
USDT,OMG,BTC,OMGUSDT_INV,OMGBTC,BTCUSDT
USDT,OXT,ETH,OXTUSDT_INV,OXTETH,ETHUSDT
USDT,SUI,EUR,SUIUSDT_INV,SUIEUR,EURUSDT
USDT,SUI,USDE,SUIUSDT_INV,SUIUSDE,USDEUSDT
USDT,DOGE,USDE,DOGEUSDT_INV,DOGEUSDE,USDEUSDT
USDT,DOGE,EUR,DOGEUSDT_INV,DOGEEUR,EURUSDT
USDT,DEXE,BTC,DEXEUSDT_INV,DEXEBTC,BTCUSDT
USDT,LINK,ETH,LINKUSDT_INV,LINKETH,ETHUSDT
USDT,LINK,EUR,LINKUSDT_INV,LINKEUR,EURUSDT
USDT,DOT,BTC,DOTUSDT_INV,DOTBTC,BTCUSDT
USDT,UNI,ETH,UNIUSDT_INV,UNIETH,ETHUSDT
USDT,IP,ETH,IPUSDT_INV,IPETH,ETHUSDT
USDT,IP,BTC,IPUSDT_INV,IPBTC,BTCUSDT
USDT,NMR,ETH,NMRUSDT_INV,NMRETH,ETHUSDT
USDT,XLM,BTC,XLMUSDT_INV,XLMBTC,BTCUSDT
USDT,ENA,USDE,ENAUSDT_INV,ENAUSDE,USDEUSDT
USDT,BCH,BTC,BCHUSDT_INV,BCHBTC,BTCUSDT
USDT,LTC,EUR,LTCUSDT_INV,LTCEUR,EURUSDT
USDT,RSR,ETH,RSRUSDT_INV,RSRETH,ETHUSDT
USDT,RIO,EUR,RIOUSDT_INV,RIOEUR,EURUSDT
USDT,QTUM,BTC,QTUMUSDT_INV,QTUMBTC,BTCUSDT
